,rouge1,rouge2,rougeL,rougeLsum,model,prompt_config,time_avr,dataset_name,_timestamp,_git_commit_hash,_evaluate_version,_python_version,_interpreter_path
0,0.20020827379360995,0.0831087740189776,0.13854509500235088,0.13967327672834215,llamafile_0.8_http://127.0.0.1:8080,"{'use_buffer': False, 'buffer_token_limit': 1024, 'buffer_return_messages': False, 'prompt': None, 'human_prefix': 'Human', 'ai_prefix': 'AI'}",371.7311747074127,mini_test.csv_with_context,2024-05-06T22:02:43.330380,,0.4.2,"3.11.7 | packaged by Anaconda, Inc. | (main, Dec 15 2023, 18:05:47) [MSC v.1916 64 bit (AMD64)]",C:\Users\iryna\anaconda3\python.exe
1,0.26892378330936667,0.12117552451256568,0.16152624583570677,0.19832007531246307,llamafile_0.0_http://127.0.0.1:8080,"{'use_buffer': False, 'buffer_token_limit': 1024, 'buffer_return_messages': False, 'prompt': None, 'human_prefix': 'Human', 'ai_prefix': 'AI'}",292.51551699638367,mini_test.csv_with_context,2024-05-06T22:17:24.872825,,0.4.2,"3.11.7 | packaged by Anaconda, Inc. | (main, Dec 15 2023, 18:05:47) [MSC v.1916 64 bit (AMD64)]",C:\Users\iryna\anaconda3\python.exe
